-5.000	6.0395494484655727e-06	6.9560866234188795e-07
-4.995	6.0430274867863832e-06	1.3915471586648263e-06
-4.990	6.0499852294299414e-06	2.0881443497141862e-06
-4.985	6.0604259489069386e-06	2.7857309710069576e-06
-4.980	6.0743546063512871e-06	3.4846363679049954e-06
-4.975	6.0917777917523536e-06	4.1851921063721119e-06
-4.970	6.1127037444459061e-06	4.8877286001932897e-06
-4.965	6.1371423884491707e-06	5.5925787220093302e-06
-4.960	6.1651052839270380e-06	6.3000744297589097e-06
-4.955	6.1966056493666278e-06	7.0105503797116296e-06
-4.950	6.2316584033926387e-06	7.7243405516888277e-06
-4.945	6.2702801133415509e-06	8.4417818633733842e-06
-4.940	6.3124890185768437e-06	9.1632107963076894e-06
-4.935	6.3583050753532895e-06	9.8889670098148717e-06
-4.930	6.4077499066379421e-06	1.0619389968773122e-05
-4.925	6.4608468599508799e-06	1.1354822556926299e-05
-4.920	6.5176209678229870e-06	1.2095607706379100e-05
-4.915	6.5780990086224595e-06	1.2842092011462777e-05
-4.910	6.6423094709868872e-06	1.3594622358840928e-05
-4.905	6.7102825776962972e-06	2.3559232281696071e-05
-4.900	6.8280787460852315e-06	3.3535659417997769e-05
-4.895	6.9957570403819907e-06	3.4323647808527676e-05
-4.890	7.1673752784802580e-06	3.5129243215530041e-05
-4.885	7.3430214965147698e-06	3.5952817565572422e-05
-4.880	7.5227855849226810e-06	3.6794748328465546e-05
-4.875	7.7067593246425565e-06	3.7655422138678537e-05
-4.870	7.8950364347041389e-06	3.8535231437657162e-05
-4.865	8.0877125906759863e-06	3.9434578099790981e-05
-4.860	8.2848854862158767e-06	4.0353870079505553e-05
-4.855	8.4866548356445406e-06	4.1293525040671272e-05
-4.850	8.6931224598296451e-06	4.2253967009024643e-05
-4.845	8.9043922896976148e-06	4.3235630005129840e-05
-4.840	9.1205704407841381e-06	4.4238954702184555e-05
-4.835	9.3417652182853458e-06	4.5264392062256716e-05
-4.830	9.5680871786155810e-06	4.6312400000196566e-05
-4.825	9.7996491760720722e-06	4.7383447023703647e-05
-4.820	1.0036566415680660e-05	4.8478008901901818e-05
-4.815	1.0278956454465342e-05	4.9596572310624284e-05
-4.810	1.0526939318481321e-05	5.0739631505373998e-05
-4.805	1.0780637475104125e-05	5.1907691971882249e-05
-4.800	1.1040175936144531e-05	5.3101267104176090e-05
-4.795	1.1305682265680459e-05	5.4320881859411282e-05
-4.790	1.1577286677613080e-05	5.5567069441990439e-05
-4.785	1.1855122024823930e-05	5.6840374962947889e-05
-4.780	1.2139323900649039e-05	5.8141352129396887e-05
-4.775	1.2430030662786915e-05	5.9470566909576613e-05
-4.770	1.2727383494590476e-05	6.0828594226851299e-05
-4.765	1.3031526464192143e-05	6.2216021631363057e-05
-4.760	1.3342606577598468e-05	6.3633445998138830e-05
-4.755	1.3660773801973306e-05	6.5081477205404555e-05
-4.750	1.3986181191807470e-05	6.6560734838132211e-05
-4.745	1.4318984872877345e-05	6.8071851870961405e-05
-4.740	1.4659344128792207e-05	6.9615471379462471e-05
-4.735	1.5007421483304437e-05	7.1192250226777306e-05
-4.730	1.5363382735470807e-05	7.2802855782487489e-05
-4.725	1.5727397010322916e-05	7.4447969614306638e-05
-4.720	1.6099636864475195e-05	7.6128284212777201e-05
-4.715	1.6480278284287854e-05	7.7844506690179257e-05
-4.710	1.6869500812061896e-05	7.9597355509945759e-05
-4.705	1.7267487595251382e-05	8.1387564193231873e-05
-4.700	1.7674425412867853e-05	8.3215878053215201e-05
-4.695	1.8090504802524883e-05	8.5083057909436684e-05
-4.690	1.8515920092545625e-05	8.6989876827707436e-05
