-5.000	1.0620051896639317e-02	3.1592321874512864e-02	8.5916799433523750e-04
-4.990	1.0628643576584098e-02	3.1611656217982148e-02	1.7186661123686810e-03
-4.980	1.0645830237707677e-02	3.1650327107579063e-02	2.5788243778385421e-03
-4.970	1.0671618481486218e-02	3.1708338944691411e-02	3.4399726138890901e-03
-4.960	1.0706018207625014e-02	3.1785698320357630e-02	4.3024403432928311e-03
-4.950	1.0749042611057807e-02	3.1882414002973841e-02	5.1665566874144180e-03
-4.940	1.0800708177931419e-02	3.1998496920654845e-02	6.0326502660139354e-03
-4.930	1.0861034680591452e-02	3.2133960140396572e-02	6.9010490956773213e-03
-4.920	1.0930045171548034e-02	3.2288818841913230e-02	7.7720804889766792e-03
-4.910	1.1007765976439321e-02	3.2463090288308599e-02	8.6460709521189744e-03
-4.900	1.1094226685959553e-02	3.2656793791405930e-02	9.5233460832440369e-03
-4.890	1.1189460146791716e-02	3.2869950673995479e-02	1.0404230469048733e-02
-4.880	1.1293502451483015e-02	3.3102584226710835e-02	1.1289047581989370e-02
-4.870	1.1406392927302495e-02	3.3354719661867066e-02	1.2178119675707059e-02
-4.860	1.1528174124059761e-02	3.3626384062000775e-02	1.3071767680874065e-02
-4.850	1.1658891800868831e-02	3.3917606325352928e-02	1.3970311099209293e-02
-4.840	1.1798594911860506e-02	3.4228417106132641e-02	1.4874067897788361e-02
-4.830	1.1947335590837826e-02	3.4558848751754828e-02	1.5783354401426558e-02
-4.820	1.2105169134851905e-02	3.4908935234907373e-02	1.6698485185256767e-02
-4.810	1.2272153986704440e-02	3.5278712082634028e-02	1.7619772965303343e-02
-4.800	1.2448351716356968e-02	3.5668216300329986e-02	1.8547528489132409e-02
-4.790	1.2633827001248557e-02	3.6077486292783928e-02	1.9482060424429376e-02
-4.780	1.2828647605494096e-02	3.6506561780190155e-02	2.0423675247581402e-02
-4.770	1.3032884357969253e-02	3.6955483711306719e-02	2.1372677130075429e-02
-4.760	1.3246611129270284e-02	3.7424294171620041e-02	2.2329367824854320e-02
-4.750	1.3469904807518741e-02	3.7913036288745691e-02	2.3294046550402084e-02
-4.740	1.3702845273022780e-02	3.8421754132906841e-02	2.4267009874727838e-02
-4.730	1.3945515371770613e-02	3.8950492614726870e-02	2.5248551597020177e-02
-4.720	1.4198000887739795e-02	3.9499297378199308e-02	2.6238962629120940e-02
-4.710	1.4460390514031458e-02	4.0068214691038703e-02	2.7238530874649187e-02
-4.700	1.4732775822777497e-02	4.0657291330316161e-02	2.8247541107881066e-02
-4.690	1.5015251233856643e-02	4.1266574465575120e-02	2.9266274850223942e-02
-4.680	1.5307913982357930e-02	4.1896111537318662e-02	3.0295010246435314e-02
-4.670	1.5610864084822961e-02	4.2545950133098018e-02	3.1334021938399528e-02
-4.660	1.5924204304207382e-02	4.3216137859084805e-02	3.2383580938585108e-02
-4.650	1.6248040113593206e-02	4.3906722209313895e-02	3.3443954501114384e-02
-4.640	1.6582479658604415e-02	4.4617750430610684e-02	3.4515405992428291e-02
-4.630	1.6927633718529171e-02	4.5349269385240240e-02	3.5598194759589544e-02
-4.620	1.7283615666125022e-02	4.6101325409390284e-02	3.6692575998177865e-02
-4.610	1.7650541426105986e-02	4.6873964169518154e-02	3.7798800617828490e-02
-4.600	1.8028529432284557e-02	4.7667230514669603e-02	3.8917115107352948e-02
-4.590	1.8417700583358329e-02	4.8481168326776167e-02	4.0047761397554241e-02
-4.580	1.8818178197333446e-02	4.9315820367105315e-02	4.1190976723620362e-02
-4.570	1.9230087964569726e-02	5.0171228120815300e-02	4.2346993485255627e-02
-4.560	1.9653557899422254e-02	5.1047431637827170e-02	4.3516039106429469e-02
-4.550	2.0088718290486689e-02	5.1944469371966659e-02	4.4698335892897414e-02
-4.540	2.0535701649415539e-02	5.2862378016581738e-02	4.5894100889400311e-02
-4.530	2.0994642658309654e-02	5.3801192338598744e-02	4.7103545734688848e-02
-4.520	2.1465678115656542e-02	5.4760945009233300e-02	4.8326876516299341e-02
