-5.000	3.7359921991260331e-06	9.3839523718098613e-06
-4.999	3.7453761514978429e-06	1.8768111050118283e-05
-4.998	3.7641442625479608e-06	1.8858375209944347e-05
-4.997	3.7830026377579054e-06	1.8949053782369499e-05
-4.996	3.8019516915402749e-06	1.9040148570616341e-05
-4.995	3.8209918401108914e-06	1.9131661385372173e-05
-4.994	3.8401235014962634e-06	1.9223594044666585e-05
-4.993	3.8593470955409295e-06	1.9315948373938162e-05
-4.992	3.8786630439148681e-06	1.9408726206118133e-05
-4.991	3.8980717701209867e-06	1.9501929381579123e-05
-4.990	3.9175736995025649e-06	1.9595559748177294e-05
-4.989	3.9371692592507427e-06	1.9689619161392103e-05
-4.988	3.9568588784121343e-06	1.9784109484125981e-05
-4.987	3.9766429878962612e-06	1.9879032586999523e-05
-4.986	3.9965220204832607e-06	1.9974390348171493e-05
-4.985	4.0164964108314322e-06	2.0070184653465457e-05
-4.984	4.0365665954848972e-06	2.0166417396391382e-05
-4.983	4.0567330128812890e-06	2.0263090478171470e-05
-4.982	4.0769961033594605e-06	2.0360205807703309e-05
-4.981	4.0973563091671634e-06	2.0457765301744110e-05
-4.980	4.1178140744689071e-06	2.0555770884735788e-05
-4.979	4.1383698453536429e-06	2.0654224489009524e-05
-4.978	4.1590240698426532e-06	2.0753128054740022e-05
-4.977	4.1797771978973928e-06	2.0852483529934502e-05
-4.976	4.2006296814273278e-06	2.0952292870566529e-05
-4.975	4.2215819742978943e-06	2.1052558040522223e-05
-4.974	4.2426345323384161e-06	2.1153281011625677e-05
-4.973	4.2637878133500418e-06	2.1254463763780830e-05
-4.972	4.2850422771138222e-06	2.1356108284818155e-05
-4.971	4.3063983853986403e-06	2.1458216570696676e-05
-4.970	4.3278566019693370e-06	2.1560790625445525e-05
-4.969	4.3494173925947829e-06	2.1663832461187656e-05
-4.968	4.3710812250559706e-06	2.1767344098221586e-05
-4.967	4.3928485691541922e-06	2.1871327565045958e-05
-4.966	4.4147198967192381e-06	2.1975784898279494e-05
-4.965	4.4366956816175176e-06	2.2080718142919347e-05
-4.964	4.4587763997604366e-06	2.2186129352085711e-05
-4.963	4.4809625291125231e-06	2.2292020587309821e-05
-4.962	4.5032545496998329e-06	2.2398393918413667e-05
-4.961	4.5256529436182458e-06	2.2505251423565905e-05
-4.960	4.5481581950418121e-06	2.2612595189369944e-05
